STATION|Station_name|DATE|Year|Month|Day|Hour|Minute|LATITUDE|LONGITUDE|ELEVATION|temperature|temperature_Measurement_Code|temperature_Quality_Code|temperature_Report_Type|temperature_Source_Code|temperature_Source_Station_ID|dew_point_temperature|dew_point_temperature_Measurement_Code|dew_point_temperature_Quality_Code|dew_point_temperature_Report_Type|dew_point_temperature_Source_Code|dew_point_temperature_Source_Station_ID|station_level_pressure|station_level_pressure_Measurement_Code|station_level_pressure_Quality_Code|station_level_pressure_Report_Type|station_level_pressure_Source_Code|station_level_pressure_Source_Station_ID|sea_level_pressure|sea_level_pressure_Measurement_Code|sea_level_pressure_Quality_Code|sea_level_pressure_Report_Type|sea_level_pressure_Source_Code|sea_level_pressure_Source_Station_ID|wind_direction|wind_direction_Measurement_Code|wind_direction_Quality_Code|wind_direction_Report_Type|wind_direction_Source_Code|wind_direction_Source_Station_ID|wind_speed|wind_speed_Measurement_Code|wind_speed_Quality_Code|wind_speed_Report_Type|wind_speed_Source_Code|wind_speed_Source_Station_ID|wind_gust|wind_gust_Measurement_Code|wind_gust_Quality_Code|wind_gust_Report_Type|wind_gust_Source_Code|wind_gust_Source_Station_ID|precipitation|precipitation_Measurement_Code|precipitation_Quality_Code|precipitation_Report_Type|precipitation_Source_Code|precipitation_Source_Station_ID|relative_humidity|relative_humidity_Measurement_Code|relative_humidity_Quality_Code|relative_humidity_Report_Type|relative_humidity_Source_Code|relative_humidity_Source_Station_ID|wet_bulb_temperature|wet_bulb_temperature_Measurement_Code|wet_bulb_temperature_Quality_Code|wet_bulb_temperature_Report_Type|wet_bulb_temperature_Source_Code|wet_bulb_temperature_Source_Station_ID|pres_wx_MW1|pres_wx_MW1_Measurement_Code|pres_wx_MW1_Quality_Code|pres_wx_MW1_Report_Type|pres_wx_MW1_Source_Code|pres_wx_MW1_Source_Station_ID|pres_wx_MW2|pres_wx_MW2_Measurement_Code|pres_wx_MW2_Quality_Code|pres_wx_MW2_Report_Type|pres_wx_MW2_Source_Code|pres_wx_MW2_Source_Station_ID|pres_wx_MW3|pres_wx_MW3_Measurement_Code|pres_wx_MW3_Quality_Code|pres_wx_MW3_Report_Type|pres_wx_MW3_Source_Code|pres_wx_MW3_Source_Station_ID|pres_wx_AU1|pres_wx_AU1_Measurement_Code|pres_wx_AU1_Quality_Code|pres_wx_AU1_Report_Type|pres_wx_AU1_Source_Code|pres_wx_AU1_Source_Station_ID|pres_wx_AU2|pres_wx_AU2_Measurement_Code|pres_wx_AU2_Quality_Code|pres_wx_AU2_Report_Type|pres_wx_AU2_Source_Code|pres_wx_AU2_Source_Station_ID|pres_wx_AU3|pres_wx_AU3_Measurement_Code|pres_wx_AU3_Quality_Code|pres_wx_AU3_Report_Type|pres_wx_AU3_Source_Code|pres_wx_AU3_Source_Station_ID|pres_wx_AW1|pres_wx_AW1_Measurement_Code|pres_wx_AW1_Quality_Code|pres_wx_AW1_Report_Type|pres_wx_AW1_Source_Code|pres_wx_AW1_Source_Station_ID|pres_wx_AW2|pres_wx_AW2_Measurement_Code|pres_wx_AW2_Quality_Code|pres_wx_AW2_Report_Type|pres_wx_AW2_Source_Code|pres_wx_AW2_Source_Station_ID|pres_wx_AW3|pres_wx_AW3_Measurement_Code|pres_wx_AW3_Quality_Code|pres_wx_AW3_Report_Type|pres_wx_AW3_Source_Code|pres_wx_AW3_Source_Station_ID|snow_depth|snow_depth_Measurement_Code|snow_depth_Quality_Code|snow_depth_Report_Type|snow_depth_Source_Code|snow_depth_Source_Station_ID|visibility|visibility_Measurement_Code|visibility_Quality_Code|visibility_Report_Type|visibility_Source_Code|visibility_Source_Station_ID|altimeter|altimeter_Measurement_Code|altimeter_Quality_Code|altimeter_Report_Type|altimeter_Source_Code|altimeter_Source_Station_ID|pressure_3hr_change|pressure_3hr_change_Measurement_Code|pressure_3hr_change_Quality_Code|pressure_3hr_change_Report_Type|pressure_3hr_change_Source_Code|pressure_3hr_change_Source_Station_ID|sky_condition|sky_condition_Measurement_Code|sky_condition_Quality_Code|sky_condition_Report_Type|sky_condition_Source_Code|sky_condition_Source_Station_ID|sky_condition_baseht|sky_condition_baseht_Measurement_Code|sky_condition_baseht_Quality_Code|sky_condition_baseht_Report_Type|sky_condition_baseht_Source_Code|sky_condition_baseht_Source_Station_ID|ceiling_height|ceiling_height_Measurement_Code|ceiling_height_Quality_Code|ceiling_height_Report_Type|ceiling_height_Source_Code|ceiling_height_Source_Station_ID|sky_cover_layer_1|sky_cover_layer_1_Measurement_Code|sky_cover_layer_1_Quality_Code|sky_cover_layer_1_Report_Type|sky_cover_layer_1_Source_Code|sky_cover_layer_1_Source_Station_ID|sky_cover_layer_2|sky_cover_layer_2_Measurement_Code|sky_cover_layer_2_Quality_Code|sky_cover_layer_2_Report_Type|sky_cover_layer_2_Source_Code|sky_cover_layer_2_Source_Station_ID|sky_cover_layer_3|sky_cover_layer_3_Measurement_Code|sky_cover_layer_3_Quality_Code|sky_cover_layer_3_Report_Type|sky_cover_layer_3_Source_Code|sky_cover_layer_3_Source_Station_ID|sky_cover_layer_4|sky_cover_layer_4_Measurement_Code|sky_cover_layer_4_Quality_Code|sky_cover_layer_4_Report_Type|sky_cover_layer_4_Source_Code|sky_cover_layer_4_Source_Station_ID|sky_cover_layer_baseht_1|sky_cover_layer_baseht_1_Measurement_Code|sky_cover_layer_baseht_1_Quality_Code|sky_cover_layer_baseht_1_Report_Type|sky_cover_layer_baseht_1_Source_Code|sky_cover_layer_baseht_1_Source_Station_ID|sky_cover_layer_baseht_2|sky_cover_layer_baseht_2_Measurement_Code|sky_cover_layer_baseht_2_Quality_Code|sky_cover_layer_baseht_2_Report_Type|sky_cover_layer_baseht_2_Source_Code|sky_cover_layer_baseht_2_Source_Station_ID|sky_cover_layer_baseht_3|sky_cover_layer_baseht_3_Measurement_Code|sky_cover_layer_baseht_3_Quality_Code|sky_cover_layer_baseht_3_Report_Type|sky_cover_layer_baseht_3_Source_Code|sky_cover_layer_baseht_3_Source_Station_ID|sky_cover_layer_baseht_4|sky_cover_layer_baseht_4_Measurement_Code|sky_cover_layer_baseht_4_Quality_Code|sky_cover_layer_baseht_4_Report_Type|sky_cover_layer_baseht_4_Source_Code|sky_cover_layer_baseht_4_Source_Station_ID|sky_cover_summation_1|sky_cover_summation_1_Measurement_Code|sky_cover_summation_1_Quality_Code|sky_cover_summation_1_Report_Type|sky_cover_summation_1_Source_Code|sky_cover_summation_1_Source_Station_ID|sky_cover_summation_2|sky_cover_summation_2_Measurement_Code|sky_cover_summation_2_Quality_Code|sky_cover_summation_2_Report_Type|sky_cover_summation_2_Source_Code|sky_cover_summation_2_Source_Station_ID|sky_cover_summation_3|sky_cover_summation_3_Measurement_Code|sky_cover_summation_3_Quality_Code|sky_cover_summation_3_Report_Type|sky_cover_summation_3_Source_Code|sky_cover_summation_3_Source_Station_ID|sky_cover_summation_4|sky_cover_summation_4_Measurement_Code|sky_cover_summation_4_Quality_Code|sky_cover_summation_4_Report_Type|sky_cover_summation_4_Source_Code|sky_cover_summation_4_Source_Station_ID|sky_cover_summation_baseht_1|sky_cover_summation_baseht_1_Measurement_Code|sky_cover_summation_baseht_1_Quality_Code|sky_cover_summation_baseht_1_Report_Type|sky_cover_summation_baseht_1_Source_Code|sky_cover_summation_baseht_1_Source_Station_ID|sky_cover_summation_baseht_2|sky_cover_summation_baseht_2_Measurement_Code|sky_cover_summation_baseht_2_Quality_Code|sky_cover_summation_baseht_2_Report_Type|sky_cover_summation_baseht_2_Source_Code|sky_cover_summation_baseht_2_Source_Station_ID|sky_cover_summation_baseht_3|sky_cover_summation_baseht_3_Measurement_Code|sky_cover_summation_baseht_3_Quality_Code|sky_cover_summation_baseht_3_Report_Type|sky_cover_summation_baseht_3_Source_Code|sky_cover_summation_baseht_3_Source_Station_ID|sky_cover_summation_baseht_4|sky_cover_summation_baseht_4_Measurement_Code|sky_cover_summation_baseht_4_Quality_Code|sky_cover_summation_baseht_4_Report_Type|sky_cover_summation_baseht_4_Source_Code|sky_cover_summation_baseht_4_Source_Station_ID|precipitation_5_minute|precipitation_5_minute_Measurement_Code|precipitation_5_minute_Quality_Code|precipitation_5_minute_Report_Type|precipitation_5_minute_Source_Code|precipitation_5_minute_Source_Station_ID|precipitation_15_minute|precipitation_15_minute_Measurement_Code|precipitation_15_minute_Quality_Code|precipitation_15_minute_Report_Type|precipitation_15_minute_Source_Code|precipitation_15_minute_Source_Station_ID|precipitation_3_hour|precipitation_3_hour_Measurement_Code|precipitation_3_hour_Quality_Code|precipitation_3_hour_Report_Type|precipitation_3_hour_Source_Code|precipitation_3_hour_Source_Station_ID|precipitation_6_hour|precipitation_6_hour_Measurement_Code|precipitation_6_hour_Quality_Code|precipitation_6_hour_Report_Type|precipitation_6_hour_Source_Code|precipitation_6_hour_Source_Station_ID|precipitation_9_hour|precipitation_9_hour_Measurement_Code|precipitation_9_hour_Quality_Code|precipitation_9_hour_Report_Type|precipitation_9_hour_Source_Code|precipitation_9_hour_Source_Station_ID|precipitation_12_hour|precipitation_12_hour_Measurement_Code|precipitation_12_hour_Quality_Code|precipitation_12_hour_Report_Type|precipitation_12_hour_Source_Code|precipitation_12_hour_Source_Station_ID|precipitation_15_hour|precipitation_15_hour_Measurement_Code|precipitation_15_hour_Quality_Code|precipitation_15_hour_Report_Type|precipitation_15_hour_Source_Code|precipitation_15_hour_Source_Station_ID|precipitation_18_hour|precipitation_18_hour_Measurement_Code|precipitation_18_hour_Quality_Code|precipitation_18_hour_Report_Type|precipitation_18_hour_Source_Code|precipitation_18_hour_Source_Station_ID|precipitation_21_hour|precipitation_21_hour_Measurement_Code|precipitation_21_hour_Quality_Code|precipitation_21_hour_Report_Type|precipitation_21_hour_Source_Code|precipitation_21_hour_Source_Station_ID|precipitation_24_hour|precipitation_24_hour_Measurement_Code|precipitation_24_hour_Quality_Code|precipitation_24_hour_Report_Type|precipitation_24_hour_Source_Code|precipitation_24_hour_Source_Station_ID|REM|REM_Measurement_Code|REM_Quality_Code|REM_Report_Type|REM_Source_Code|REM_Source_Station_ID
INU042634-1|BHUJ-RUDRAMATA|1954-04-07T03:00:00|1954|04|07|03|00|23.25|69.67|80.0|25.0||1|FM12|223|ICAO-VABJ|20.6||1|FM12|223|ICAO-VABJ|||||||1008.3||1|FM12|223|ICAO-VABJ|270|N|1|FM12|223|ICAO-VABJ|2.1|N|1|FM12|223|ICAO-VABJ|||||||||||||77|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||FM12|223|ICAO-VABJ||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-07T12:00:00|1954|04|07|12|00|23.25|69.67|80.0|32.2||1|FM12|223|ICAO-VABJ|13.3||1|FM12|223|ICAO-VABJ|||||||1005.5||1|FM12|223|ICAO-VABJ|250|N|1|FM12|223|ICAO-VABJ|4.6|N|1|FM12|223|ICAO-VABJ|||||||||||||32|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-08T03:00:00|1954|04|08|03|00|23.25|69.67|80.0|24.4||1|FM12|223|ICAO-VABJ|20.6||1|FM12|223|ICAO-VABJ|||||||1009.4||1|FM12|223|ICAO-VABJ|270|N|1|FM12|223|ICAO-VABJ|3.6|N|1|FM12|223|ICAO-VABJ|||||||||||||79|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||FM12|223|ICAO-VABJ||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-08T12:00:00|1954|04|08|12|00|23.25|69.67|80.0|33.9||1|FM12|223|ICAO-VABJ|15.6||1|FM12|223|ICAO-VABJ|||||||1005.7||1|FM12|223|ICAO-VABJ|270|N|1|FM12|223|ICAO-VABJ|3.6|N|1|FM12|223|ICAO-VABJ|||||||||||||33|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-09T03:00:00|1954|04|09|03|00|23.25|69.67|80.0|25.0||1|FM12|223|ICAO-VABJ|20.0||1|FM12|223|ICAO-VABJ|||||||1008.7||1|FM12|223|ICAO-VABJ|270|N|1|FM12|223|ICAO-VABJ|2.6|N|1|FM12|223|ICAO-VABJ|||||||||||||74|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||FM12|223|ICAO-VABJ||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-09T12:00:00|1954|04|09|12|00|23.25|69.67|80.0|36.1||1|FM12|223|ICAO-VABJ|8.9||1|FM12|223|ICAO-VABJ|||||||1004.4||1|FM12|223|ICAO-VABJ|320|N|1|FM12|223|ICAO-VABJ|4.6|N|1|FM12|223|ICAO-VABJ|||||||||||||19|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-10T03:00:00|1954|04|10|03|00|23.25|69.67|80.0|25.6||1|FM12|223|ICAO-VABJ|19.4||1|FM12|223|ICAO-VABJ|||||||1008.3||1|FM12|223|ICAO-VABJ|270|N|1|FM12|223|ICAO-VABJ|2.6|N|1|FM12|223|ICAO-VABJ|||||||||||||69|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||FM12|223|ICAO-VABJ||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-10T12:00:00|1954|04|10|12|00|23.25|69.67|80.0|33.3||1|FM12|223|ICAO-VABJ|11.1||1|FM12|223|ICAO-VABJ|||||||1004.6||1|FM12|223|ICAO-VABJ|290|N|1|FM12|223|ICAO-VABJ|3.6|N|1|FM12|223|ICAO-VABJ|||||||||||||26|D||FM12|223|ICAO-VABJ|||||||HZ:05||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||4.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-11T03:00:00|1954|04|11|03|00|23.25|69.67|80.0|24.4||1|FM12|223|ICAO-VABJ|20.6||1|FM12|223|ICAO-VABJ|||||||1007.7||1|FM12|223|ICAO-VABJ|999|C|1|FM12|223|ICAO-VABJ|0.0|C|1|FM12|223|ICAO-VABJ|||||||||||||79|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||FM12|223|ICAO-VABJ||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-11T12:00:00|1954|04|11|12|00|23.25|69.67|80.0|36.1||1|FM12|223|ICAO-VABJ|14.4||1|FM12|223|ICAO-VABJ|||||||1003.2||1|FM12|223|ICAO-VABJ|250|N|1|FM12|223|ICAO-VABJ|6.7|N|1|FM12|223|ICAO-VABJ|||||||||||||27|D||FM12|223|ICAO-VABJ|||||||HZ:05||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||2.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-12T03:00:00|1954|04|12|03|00|23.25|69.67|80.0|26.1||1|FM12|223|ICAO-VABJ|15.0||1|FM12|223|ICAO-VABJ|||||||1008.5||1|FM12|223|ICAO-VABJ|230|N|1|FM12|223|ICAO-VABJ|1.0|N|1|FM12|223|ICAO-VABJ|||||||||||||50|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||FM12|223|ICAO-VABJ||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-12T12:00:00|1954|04|12|12|00|23.25|69.67|80.0|37.8||1|FM12|223|ICAO-VABJ|3.9||1|FM12|223|ICAO-VABJ|||||||1004.9||1|FM12|223|ICAO-VABJ|270|N|1|FM12|223|ICAO-VABJ|3.6|N|1|FM12|223|ICAO-VABJ|||||||||||||12|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-13T03:00:00|1954|04|13|03|00|23.25|69.67|80.0|27.2||1|FM12|223|ICAO-VABJ|12.8||1|FM12|223|ICAO-VABJ|||||||1010.3||1|FM12|223|ICAO-VABJ|250|N|1|FM12|223|ICAO-VABJ|2.1|N|1|FM12|223|ICAO-VABJ|||||||||||||41|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||FM12|223|ICAO-VABJ||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-13T12:00:00|1954|04|13|12|00|23.25|69.67|80.0|36.7||1|FM12|223|ICAO-VABJ|11.7||1|FM12|223|ICAO-VABJ|||||||1008.3||1|FM12|223|ICAO-VABJ|270|N|1|FM12|223|ICAO-VABJ|3.6|N|1|FM12|223|ICAO-VABJ|||||||||||||22|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-14T03:00:00|1954|04|14|03|00|23.25|69.67|80.0|25.6||1|FM12|223|ICAO-VABJ|22.2||1|FM12|223|ICAO-VABJ|||||||1012.0||1|FM12|223|ICAO-VABJ|270|N|1|FM12|223|ICAO-VABJ|2.6|N|1|FM12|223|ICAO-VABJ|||||||||||||82|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||FM12|223|ICAO-VABJ||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-14T12:00:00|1954|04|14|12|00|23.25|69.67|80.0|38.3||1|FM12|223|ICAO-VABJ|11.7||1|FM12|223|ICAO-VABJ|||||||1007.9||1|FM12|223|ICAO-VABJ|290|N|1|FM12|223|ICAO-VABJ|2.6|N|1|FM12|223|ICAO-VABJ|||||||||||||20|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-15T03:00:00|1954|04|15|03|00|23.25|69.67|80.0|27.8||1|FM12|223|ICAO-VABJ|16.7||1|FM12|223|ICAO-VABJ|||||||1011.2||1|FM12|223|ICAO-VABJ|290|N|1|FM12|223|ICAO-VABJ|1.0|N|1|FM12|223|ICAO-VABJ|||||||||||||51|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||20.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||FM12|223|ICAO-VABJ||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-15T12:00:00|1954|04|15|12|00|23.25|69.67|80.0|36.7||1|FM12|223|ICAO-VABJ|12.8||1|FM12|223|ICAO-VABJ|||||||1005.8||1|FM12|223|ICAO-VABJ|270|N|1|FM12|223|ICAO-VABJ|4.6|N|1|FM12|223|ICAO-VABJ|||||||||||||24|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||4.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
INU042634-1|BHUJ-RUDRAMATA|1954-04-16T03:00:00|1954|04|16|03|00|23.25|69.67|80.0|28.3||1|FM12|223|ICAO-VABJ|18.3||1|FM12|223|ICAO-VABJ|||||||1009.0||1|FM12|223|ICAO-VABJ|270|N|1|FM12|223|ICAO-VABJ|2.1|N|1|FM12|223|ICAO-VABJ|||||||||||||55|D||FM12|223|ICAO-VABJ|||||||02||1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||10.0|N|1|FM12|223|ICAO-VABJ|||||||||||||00;;00||1;1|FM12|223|ICAO-VABJ||00:1;00:1;:||FM12|223|ICAO-VABJ|22000|C;N|1|FM12|223|ICAO-VABJ|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0|||FM12|223|ICAO-VABJ||||||
